City,Locality,Property Type,BHK,Area (SqFt),Price (Lakhs),Price per SqFt (Lakhs),Furnishing,Property Age (Years),Nearby Schools,Nearby Hospitals,Parking,Security,Availability
Surat,Adajan,Independent House,1,3012,109.82,0.04,Semi-furnished,26,1.0,8.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,1,1047,223.93,0.21,Furnished,24,10.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,1,3560,278.17,0.08,Semi-furnished,24,7.0,6.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,3,4675,366.01,0.08,Furnished,33,9.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,1,688,86.38,0.13,Furnished,4,3.0,10.0,No,Yes,Under_Construction
Surat,Althan,Villa,2,1640,480.24,0.29,Unfurnished,5,1.0,10.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,1,4786,392.35,0.08,Furnished,34,1.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,3,908,107.99,0.12,Semi-furnished,13,6.0,3.0,No,No,Under_Construction
Ahmedabad,Gota,Independent House,5,3022,208.18,0.07,Unfurnished,9,4.0,10.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Apartment,5,1742,137.87,0.08,Furnished,23,9.0,3.0,Yes,Yes,Under_Construction
Surat,Pal,Independent House,4,2696,192.6,0.07,Semi-furnished,11,9.0,6.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,1300,288.03,0.22,Furnished,24,7.0,3.0,No,Yes,Under_Construction
Surat,Althan,Apartment,2,1055,282.02,0.27,Unfurnished,22,1.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,740,262.65,0.35,Semi-furnished,10,4.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,5,1033,201.37,0.19,Unfurnished,16,8.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,1,1958,389.88,0.2,Unfurnished,2,7.0,1.0,Yes,No,Ready_to_Move
Surat,Adajan,Independent House,4,4317,375.4,0.09,Semi-furnished,9,2.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,5,4612,311.06,0.07,Furnished,23,2.0,1.0,Yes,No,Under_Construction
Surat,Piplod,Apartment,2,4756,39.94,0.01,Furnished,30,4.0,4.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,5,3535,263.78,0.07,Semi-furnished,35,9.0,6.0,Yes,Yes,Under_Construction
Surat,Pal,Independent House,3,3857,315.41,0.08,Furnished,25,1.0,2.0,Yes,Yes,Under_Construction
Surat,Vesu,Independent House,1,4316,113.29,0.03,Furnished,2,1.0,10.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,1,1976,492.61,0.25,Semi-furnished,9,10.0,6.0,No,Yes,Ready_to_Move
Surat,Pal,Independent House,5,3623,172.73,0.05,Semi-furnished,27,7.0,7.0,No,No,Ready_to_Move
Ahmedabad,Gota,Independent House,5,3650,324.58,0.09,Semi-furnished,27,6.0,4.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,2,4304,473.73,0.11,Unfurnished,25,5.0,4.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,1,1623,356.84,0.22,Semi-furnished,31,10.0,9.0,Yes,No,Under_Construction
Surat,Pal,Apartment,3,4327,190.23,0.04,Unfurnished,27,6.0,10.0,No,Yes,Under_Construction
Surat,Althan,Villa,5,2975,327.96,0.11,Furnished,22,1.0,1.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Apartment,4,3131,331.25,0.11,Furnished,33,9.0,8.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,1,3284,325.09,0.1,Semi-furnished,33,6.0,5.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,4,4268,353.01,0.08,Unfurnished,11,5.0,4.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,3833,434.86,0.11,Unfurnished,21,10.0,8.0,No,No,Ready_to_Move
Surat,Vesu,Apartment,5,3174,364.13,0.11,Furnished,16,4.0,10.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,3,3901,36.4,0.01,Furnished,33,1.0,4.0,No,Yes,Under_Construction
Surat,Pal,Independent House,3,2642,485.73,0.18,Unfurnished,12,4.0,3.0,No,Yes,Under_Construction
Surat,Vesu,Independent House,2,2516,312.45,0.12,Furnished,18,8.0,7.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,1,3185,202.94,0.06,Semi-furnished,32,5.0,5.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,5,1177,470.97,0.4,Unfurnished,16,4.0,4.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,3,3449,450.89,0.13,Furnished,23,9.0,2.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Apartment,5,4669,401.26,0.09,Furnished,10,2.0,5.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,4,4902,71.79,0.01,Semi-furnished,24,9.0,4.0,Yes,No,Under_Construction
Surat,Althan,Villa,4,2082,468.56,0.23,Unfurnished,20,4.0,1.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,4,3590,15.46,0.0,Semi-furnished,24,3.0,1.0,Yes,No,Ready_to_Move
Surat,Pal,Apartment,5,2852,131.66,0.05,Unfurnished,20,6.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,1,3581,463.49,0.13,Furnished,30,9.0,5.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,4,4181,214.13,0.05,Semi-furnished,17,10.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,3,2225,161.94,0.07,Unfurnished,34,7.0,1.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,1,3469,336.64,0.1,Unfurnished,17,7.0,4.0,Yes,No,Under_Construction
Surat,Althan,Apartment,1,4677,205.74,0.04,Semi-furnished,9,4.0,8.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,4,1161,68.97,0.06,Furnished,25,2.0,7.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,1,2394,167.51,0.07,Unfurnished,26,2.0,10.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,2,2562,438.22,0.17,Semi-furnished,28,7.0,6.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,1,2709,168.88,0.06,Semi-furnished,13,5.0,5.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,4,2388,450.25,0.19,Semi-furnished,8,6.0,6.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,1,2016,203.61,0.1,Unfurnished,3,6.0,1.0,No,Yes,Ready_to_Move
Surat,Adajan,Independent House,4,1501,477.97,0.32,Semi-furnished,4,5.0,4.0,Yes,No,Ready_to_Move
Surat,Althan,Independent House,3,3569,174.58,0.05,Furnished,29,7.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,4,3678,428.57,0.12,Furnished,21,9.0,1.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,2661,306.16,0.12,Semi-furnished,19,3.0,5.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,4,1358,415.28,0.31,Unfurnished,10,2.0,9.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,5,1489,138.19,0.09,Semi-furnished,30,10.0,10.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,5,1926,114.34,0.06,Unfurnished,5,9.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,2,2509,45.81,0.02,Semi-furnished,17,6.0,3.0,No,No,Ready_to_Move
Surat,Pal,Independent House,2,4044,78.98,0.02,Semi-furnished,14,1.0,6.0,No,No,Under_Construction
Surat,Pal,Independent House,3,964,287.37,0.3,Furnished,14,6.0,6.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,4,1492,213.52,0.14,Furnished,25,8.0,2.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,4,1565,130.28,0.08,Semi-furnished,17,9.0,6.0,No,Yes,Under_Construction
Surat,Pal,Apartment,2,655,268.09,0.41,Semi-furnished,3,2.0,10.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,3,2821,224.51,0.08,Furnished,29,7.0,9.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Apartment,5,3049,410.33,0.13,Unfurnished,5,7.0,5.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Independent House,2,1781,17.54,0.01,Furnished,4,7.0,9.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,1,1886,403.85,0.21,Furnished,24,8.0,3.0,Yes,Yes,Ready_to_Move
Surat,Althan,Villa,3,3530,482.71,0.14,Unfurnished,15,2.0,7.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,3,2784,479.77,0.17,Furnished,35,6.0,6.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,2,3247,197.06,0.06,Semi-furnished,22,9.0,1.0,Yes,No,Under_Construction
Surat,Pal,Independent House,2,3037,338.46,0.11,Furnished,35,10.0,9.0,No,Yes,Ready_to_Move
Surat,Pal,Apartment,5,2269,44.15,0.02,Furnished,32,9.0,4.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Villa,3,970,430.02,0.44,Furnished,18,4.0,3.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,4,1850,376.13,0.2,Semi-furnished,9,6.0,4.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,5,2332,175.7,0.08,Semi-furnished,15,3.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,2,4429,473.19,0.11,Semi-furnished,4,3.0,3.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,2,3796,150.17,0.04,Furnished,28,10.0,8.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,4,2022,431.3,0.21,Unfurnished,28,2.0,5.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,3,3783,338.93,0.09,Furnished,20,5.0,1.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,4,1630,315.31,0.19,Semi-furnished,31,6.0,4.0,No,Yes,Under_Construction
Surat,Vesu,Independent House,2,994,337.28,0.34,Furnished,16,5.0,7.0,No,Yes,Under_Construction
Surat,Pal,Independent House,5,2457,265.43,0.11,Unfurnished,9,6.0,3.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,851,21.28,0.03,Unfurnished,27,9.0,9.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,1,1174,428.37,0.36,Unfurnished,3,7.0,7.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,1,4474,391.13,0.09,Semi-furnished,31,1.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,3,4582,367.74,0.08,Furnished,34,7.0,9.0,No,No,Ready_to_Move
Ahmedabad,Gota,Apartment,2,4751,488.92,0.1,Semi-furnished,3,1.0,3.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Apartment,3,769,455.79,0.59,Unfurnished,25,2.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,4,2146,455.11,0.21,Furnished,5,4.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,1,2544,217.39,0.09,Furnished,21,3.0,3.0,No,No,Under_Construction
Surat,Vesu,Villa,3,3202,58.0,0.02,Furnished,32,4.0,10.0,Yes,No,Under_Construction
Surat,Piplod,Apartment,5,4342,369.31,0.09,Semi-furnished,10,5.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Independent House,1,583,457.21,0.78,Semi-furnished,21,7.0,3.0,Yes,No,Under_Construction
Surat,Piplod,Villa,1,3572,244.98,0.07,Unfurnished,3,1.0,3.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,1,2987,89.35,0.03,Semi-furnished,4,4.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,2286,260.84,0.11,Furnished,26,6.0,5.0,Yes,No,Ready_to_Move
Surat,Pal,Independent House,4,2147,51.63,0.02,Furnished,21,4.0,2.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,4,4194,48.76,0.01,Furnished,32,3.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,1,3248,229.69,0.07,Semi-furnished,3,3.0,4.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,1,718,458.94,0.64,Semi-furnished,4,5.0,3.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,2,4792,360.49,0.08,Unfurnished,6,1.0,7.0,Yes,Yes,Under_Construction
Surat,Vesu,Apartment,5,4548,389.53,0.09,Semi-furnished,23,3.0,6.0,Yes,No,Ready_to_Move
Surat,Adajan,Independent House,5,4454,236.68,0.05,Semi-furnished,18,1.0,6.0,No,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,1933,277.72,0.14,Furnished,20,8.0,7.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,2,1143,153.68,0.13,Furnished,3,4.0,5.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,3,2651,407.63,0.15,Semi-furnished,3,4.0,8.0,Yes,Yes,Under_Construction
Surat,Adajan,Villa,5,1634,362.08,0.22,Furnished,6,3.0,5.0,Yes,No,Under_Construction
Surat,Adajan,Independent House,5,3433,449.18,0.13,Unfurnished,13,10.0,2.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,2,1218,414.76,0.34,Unfurnished,30,5.0,9.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,5,2194,121.28,0.06,Furnished,32,9.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,5,2911,242.68,0.08,Unfurnished,32,3.0,8.0,No,Yes,Under_Construction
Surat,Pal,Independent House,1,3199,371.82,0.12,Unfurnished,5,9.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,4,1318,305.86,0.23,Furnished,28,9.0,9.0,Yes,No,Under_Construction
Surat,Althan,Independent House,4,3623,372.23,0.1,Unfurnished,23,9.0,9.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,2,979,87.88,0.09,Semi-furnished,25,1.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,5,4686,99.69,0.02,Semi-furnished,15,8.0,3.0,No,Yes,Under_Construction
Surat,Piplod,Apartment,4,4384,425.55,0.1,Unfurnished,27,3.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,5,1182,376.47,0.32,Semi-furnished,15,6.0,4.0,Yes,No,Under_Construction
Surat,Althan,Independent House,1,1276,468.83,0.37,Furnished,3,8.0,6.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,1,1814,115.71,0.06,Semi-furnished,18,2.0,8.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,1,829,146.0,0.18,Semi-furnished,11,10.0,6.0,No,Yes,Ready_to_Move
Surat,Vesu,Apartment,5,3479,234.03,0.07,Furnished,25,3.0,8.0,Yes,Yes,Ready_to_Move
Surat,Piplod,Villa,2,4519,259.16,0.06,Unfurnished,31,9.0,3.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Independent House,4,2853,343.53,0.12,Semi-furnished,33,5.0,8.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,2,2015,145.99,0.07,Semi-furnished,21,9.0,7.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,3,3913,167.16,0.04,Semi-furnished,24,4.0,5.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,1,1687,446.94,0.26,Semi-furnished,8,7.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,3,3151,374.94,0.12,Semi-furnished,12,4.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,1,1918,218.99,0.11,Unfurnished,29,1.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,5,700,28.18,0.04,Semi-furnished,21,2.0,5.0,No,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,3,4482,95.75,0.02,Furnished,7,9.0,4.0,No,No,Under_Construction
Surat,Althan,Apartment,2,771,444.63,0.58,Unfurnished,31,5.0,10.0,Yes,No,Under_Construction
Surat,Piplod,Villa,4,3027,425.1,0.14,Furnished,30,10.0,5.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,1354,366.49,0.27,Unfurnished,31,6.0,3.0,Yes,Yes,Under_Construction
Surat,Pal,Apartment,1,2894,96.86,0.03,Unfurnished,21,2.0,8.0,No,No,Under_Construction
Ahmedabad,Gota,Villa,1,3839,18.68,0.0,Unfurnished,11,1.0,1.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,3,2314,308.48,0.13,Furnished,23,4.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,1161,493.63,0.43,Unfurnished,3,7.0,1.0,Yes,No,Under_Construction
Surat,Pal,Independent House,3,4116,272.66,0.07,Semi-furnished,33,4.0,1.0,No,Yes,Ready_to_Move
Surat,Adajan,Apartment,1,2706,138.3,0.05,Semi-furnished,7,3.0,4.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,2,2982,471.27,0.16,Semi-furnished,9,1.0,8.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,4,724,384.48,0.53,Semi-furnished,10,5.0,7.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,3,2920,109.22,0.04,Furnished,6,5.0,1.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,4,4035,167.32,0.04,Unfurnished,9,1.0,10.0,No,No,Under_Construction
Surat,Piplod,Villa,5,3491,358.39,0.1,Furnished,4,2.0,10.0,No,No,Under_Construction
Surat,Althan,Villa,1,4129,81.32,0.02,Unfurnished,13,6.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,4482,34.44,0.01,Unfurnished,27,10.0,1.0,Yes,Yes,Under_Construction
Surat,Althan,Apartment,5,1869,169.26,0.09,Furnished,22,5.0,5.0,No,Yes,Under_Construction
Surat,Pal,Independent House,3,4020,337.55,0.08,Semi-furnished,31,6.0,9.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,5,1602,287.58,0.18,Unfurnished,32,2.0,4.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,4,648,340.56,0.53,Semi-furnished,6,4.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,5,2450,116.19,0.05,Unfurnished,10,10.0,2.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,1679,72.18,0.04,Unfurnished,14,10.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,5,607,432.71,0.71,Furnished,10,3.0,10.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Apartment,1,4982,271.6,0.05,Semi-furnished,2,9.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Villa,2,617,46.32,0.08,Unfurnished,32,4.0,4.0,Yes,No,Ready_to_Move
Surat,Pal,Villa,1,522,207.22,0.4,Furnished,12,3.0,2.0,No,No,Under_Construction
Surat,Althan,Apartment,2,3812,447.73,0.12,Unfurnished,3,8.0,6.0,No,Yes,Under_Construction
Surat,Adajan,Independent House,5,821,66.4,0.08,Unfurnished,10,9.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,3,2012,24.11,0.01,Furnished,26,7.0,5.0,No,No,Ready_to_Move
Surat,Vesu,Independent House,2,2713,212.83,0.08,Semi-furnished,4,7.0,6.0,Yes,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,2,2098,383.32,0.18,Furnished,2,3.0,4.0,No,Yes,Under_Construction
Surat,Piplod,Villa,1,1732,444.19,0.26,Furnished,15,10.0,3.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,3,4054,304.91,0.08,Furnished,10,4.0,7.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,1,1887,369.26,0.2,Furnished,8,8.0,3.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Villa,2,2896,392.69,0.14,Semi-furnished,14,2.0,3.0,Yes,No,Under_Construction
Surat,Althan,Independent House,5,3299,408.02,0.12,Unfurnished,8,2.0,7.0,No,No,Under_Construction
Surat,Piplod,Independent House,3,4823,366.1,0.08,Unfurnished,34,4.0,7.0,No,No,Under_Construction
Ahmedabad,Bopal,Apartment,3,990,331.1,0.33,Unfurnished,34,4.0,3.0,Yes,No,Under_Construction
Surat,Vesu,Villa,4,4178,461.93,0.11,Furnished,24,9.0,3.0,No,Yes,Under_Construction
Surat,Piplod,Villa,3,3716,244.52,0.07,Unfurnished,18,2.0,1.0,Yes,No,Ready_to_Move
Surat,Althan,Independent House,5,1140,486.08,0.43,Semi-furnished,23,2.0,8.0,Yes,Yes,Under_Construction
Surat,Vesu,Independent House,3,3712,132.52,0.04,Furnished,19,7.0,7.0,No,Yes,Under_Construction
Surat,Pal,Apartment,5,3509,31.35,0.01,Semi-furnished,19,2.0,3.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,4,2643,294.38,0.11,Furnished,28,8.0,6.0,No,Yes,Under_Construction
Surat,Vesu,Apartment,1,2815,55.32,0.02,Semi-furnished,30,6.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,3,3095,385.87,0.12,Furnished,26,4.0,4.0,No,Yes,Ready_to_Move
Surat,Pal,Apartment,1,2787,316.06,0.11,Semi-furnished,23,3.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,1,4465,292.93,0.07,Furnished,14,9.0,9.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,3,4832,164.3,0.03,Semi-furnished,11,9.0,6.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,1,1857,39.86,0.02,Unfurnished,3,5.0,5.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,1,1444,269.82,0.19,Furnished,8,2.0,7.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,5,2848,182.77,0.06,Furnished,35,5.0,4.0,No,No,Under_Construction
Surat,Piplod,Villa,5,4595,117.91,0.03,Unfurnished,10,1.0,9.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,5,3679,356.42,0.1,Semi-furnished,4,1.0,1.0,No,Yes,Ready_to_Move
Surat,Pal,Apartment,1,3100,220.95,0.07,Semi-furnished,17,10.0,8.0,No,Yes,Under_Construction
Surat,Pal,Independent House,3,2435,60.69,0.02,Unfurnished,32,4.0,10.0,No,No,Under_Construction
Surat,Adajan,Villa,2,1481,459.06,0.31,Unfurnished,17,5.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,3310,205.17,0.06,Furnished,30,10.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,4,3340,26.37,0.01,Semi-furnished,3,6.0,9.0,No,No,Ready_to_Move
Surat,Pal,Apartment,3,3758,271.43,0.07,Semi-furnished,20,2.0,4.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,1,2576,324.07,0.13,Furnished,35,1.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Independent House,4,2629,407.83,0.16,Furnished,3,2.0,6.0,No,No,Under_Construction
Surat,Adajan,Villa,1,4770,33.36,0.01,Furnished,18,9.0,1.0,No,No,Ready_to_Move
Surat,Althan,Apartment,5,890,138.37,0.16,Furnished,2,9.0,1.0,No,No,Ready_to_Move
Surat,Althan,Independent House,3,2505,241.53,0.1,Unfurnished,5,10.0,6.0,No,No,Under_Construction
Surat,Adajan,Apartment,5,2970,494.32,0.17,Semi-furnished,17,1.0,1.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Villa,3,1683,324.31,0.19,Furnished,21,10.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,3,4320,184.06,0.04,Unfurnished,33,2.0,7.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,5,2232,69.34,0.03,Unfurnished,16,9.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,3957,238.0,0.06,Unfurnished,4,9.0,7.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,1,1092,425.63,0.39,Semi-furnished,21,4.0,9.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Apartment,1,3363,491.57,0.15,Unfurnished,18,3.0,4.0,No,No,Under_Construction
Surat,Pal,Villa,4,1358,460.63,0.34,Furnished,24,8.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,5,4885,416.87,0.09,Furnished,27,6.0,6.0,Yes,No,Under_Construction
Surat,Vesu,Apartment,4,3138,269.97,0.09,Furnished,7,7.0,7.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,5,1595,469.39,0.29,Semi-furnished,2,7.0,1.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,5,1289,418.5,0.32,Unfurnished,4,7.0,3.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,1,2625,249.38,0.1,Unfurnished,20,10.0,10.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,1,737,71.66,0.1,Semi-furnished,31,7.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,4,1979,170.01,0.09,Semi-furnished,29,6.0,7.0,No,No,Under_Construction
Ahmedabad,Gota,Independent House,4,4762,81.52,0.02,Furnished,25,9.0,10.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,3,3782,383.08,0.1,Unfurnished,31,4.0,6.0,No,No,Ready_to_Move
Surat,Pal,Villa,2,3228,412.96,0.13,Furnished,5,2.0,8.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Independent House,1,4547,53.95,0.01,Unfurnished,15,7.0,10.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Villa,3,1534,301.89,0.2,Furnished,20,5.0,8.0,No,Yes,Under_Construction
Surat,Adajan,Villa,5,504,116.97,0.23,Furnished,12,7.0,3.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,3,2240,122.04,0.05,Semi-furnished,8,4.0,4.0,No,No,Under_Construction
Surat,Althan,Apartment,4,4528,196.25,0.04,Semi-furnished,27,10.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Independent House,2,4737,403.88,0.09,Furnished,13,3.0,3.0,Yes,Yes,Under_Construction
Surat,Vesu,Villa,5,2920,313.18,0.11,Furnished,6,2.0,3.0,Yes,Yes,Ready_to_Move
Surat,Pal,Apartment,1,4401,428.05,0.1,Semi-furnished,7,2.0,10.0,No,No,Under_Construction
Surat,Vesu,Villa,3,3480,279.31,0.08,Unfurnished,2,8.0,9.0,No,No,Ready_to_Move
Surat,Pal,Apartment,2,4484,101.16,0.02,Furnished,2,7.0,8.0,No,No,Under_Construction
Surat,Piplod,Independent House,2,3839,139.96,0.04,Furnished,16,5.0,8.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Independent House,1,1196,391.28,0.33,Furnished,9,6.0,2.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,2,3634,287.7,0.08,Semi-furnished,7,9.0,8.0,No,Yes,Under_Construction
Surat,Pal,Independent House,1,3968,281.49,0.07,Semi-furnished,13,4.0,5.0,No,No,Under_Construction
Surat,Piplod,Independent House,4,797,157.71,0.2,Semi-furnished,32,8.0,3.0,No,Yes,Under_Construction
Surat,Adajan,Apartment,1,3374,407.57,0.12,Unfurnished,22,6.0,10.0,No,Yes,Ready_to_Move
